-0.104736,-0.195027,-0.108022,-0.0499577,0.00735108,-0.118218,0.214147,0.018177,0.357862,-0.250675,-0.0974737,0.243624,0.242978,-0.0458111,0.1794,0.103464,0.0204629,0.0455207,0.0275157,-0.0109107,-0.00106054,-0.110799,-0.0875223,0.000589845,-0.394339,0.115712,0.0721067,-0.128938,0.130869,0.0503335,0.0781085,-0.0633499,0.230694,0.665187,-0.366255,-0.0112935,-0.227421,0.158983,-0.187108,0.220382,-0.0264526,0.229551,0.143185,-0.0628704,-0.396277,-0.295943,-0.329827,0.106648,0.112905,-0.168288,0.122769,0.151781,0.635586,-0.263931,0.186395,0.0357007,-0.274602,-0.234739,0.159795,-0.040203,0.0277931,-0.177344,-0.0630209,-0.1548,0.0362257,0.425821,0.112226,-0.417648,-0.24708,0.21775,0.0357261,0.0864267,-0.0979932,0.0683482,0.167131,0.102692,0.368014,0.384394,-0.00566303,0.0240222,
-0.158634,-0.144514,0.245892,-0.120581,0.0742286,-0.0679017,0.136239,-0.0542714,0.0169495,0.5705,-0.124244,0.261984,0.253994,0.229366,0.135929,0.183885,0.0125177,0.00545963,-0.000792053,0.0666873,0.577679,0.16864,0.0717197,-0.0808654,0.602883,-0.0752543,0.0488186,0.118467,-0.154735,0.100627,0.218192,0.31198,0.120735,0.237509,0.411604,-0.102092,0.350988,0.0352136,0.290002,0.0482772,0.296749,0.148621,0.0418361,-0.022159,0.0453417,-0.0780193,0.281441,-0.0748437,0.124248,0.0324926,0.268259,0.281892,0.155903,0.291835,0.11968,0.285613,0.320885,0.0293595,0.208699,0.0168257,-0.0959009,0.0816465,0.0340357,0.0809688,0.114613,0.350045,-0.0238102,0.166985,-0.139351,0.239298,0.0577702,0.0570044,-0.10948,-0.0202258,0.0462446,0.366098,0.220468,0.059224,-0.0288439,0.247798,
0.0944341,0.19596,-0.30787,0.208787,-0.125806,-0.00996899,-0.432894,-0.0943662,-0.133492,-0.219606,-0.0182642,-0.492008,0.25041,0.0334669,-0.135863,0.118707,-0.0310028,-0.157439,0.0164733,-0.0173956,-0.0623698,-0.340228,-0.242774,0.0982676,-0.470199,-0.0196002,0.0268947,-0.168896,-0.0667431,0.00409557,0.468612,-0.451192,-0.0585911,-0.117154,-0.643767,0.111337,-0.172582,-0.265074,-0.15126,-0.0585772,-0.130465,-0.455572,0.0928815,0.121161,0.061814,-0.0491015,-0.126784,0.231619,0.313303,-0.0401158,-0.325002,-0.429904,-0.529368,-0.541936,-0.120037,0.0516891,-0.153197,-0.068534,0.207668,-0.0903699,-0.00900412,-0.322599,0.0450064,0.0160263,-0.0975987,-0.259307,0.0229317,-0.0409588,-0.169053,0.022905,-0.113885,0.0539989,0.16473,0.058278,-0.379905,-0.105565,-0.797066,-0.442769,-0.0110016,-0.148897,
0.00456071,-0.0448382,-0.657745,0.0982504,0.0834453,-0.349869,-0.29283,-0.0555046,0.00959033,-0.620631,-0.00106135,-0.598462,-0.598842,-0.140837,0.0493891,-0.0113361,0.119747,0.148441,-0.156378,0.00700416,0.179612,-0.22977,-0.159952,0.113961,-1.25444,0.0421369,0.0275121,-0.33906,0.0146235,-0.137546,-0.924844,-0.638181,-0.266576,-0.147013,-0.765299,-0.123276,-0.222845,-0.153551,-0.339733,-0.0423081,0.157424,-0.225517,-0.641333,0.154692,-0.70335,-0.0854072,-0.859684,-0.0195274,-0.362266,-0.127379,-0.142507,-0.39989,-0.430979,-0.590126,-0.562075,0.0759355,-0.561117,-0.144787,-0.162895,-0.121198,0.110224,-0.849134,-0.225454,-0.00224831,0.0311378,-0.253374,0.0358029,-0.655316,-0.169251,-0.0395829,0.0463907,0.0395365,-0.431872,-0.10852,-0.0626269,-0.189767,-1.1239,-0.191042,-0.0656712,-0.273119,
-0.0444824,0.0792501,-0.354698,0.157007,0.0886598,-0.168949,0.345727,0.116016,-0.244307,0.446277,0.0806065,0.559456,0.492237,-0.0895292,0.378149,-0.0222975,-0.0255751,-0.0282112,0.174015,0.10082,-0.108492,0.289839,-0.0621675,0.0565937,0.318581,0.0697278,0.0674253,0.0360158,-0.149261,-0.0372691,0.234664,0.529704,0.57672,-0.474936,-1.74312,0.0504018,-0.381716,-0.516285,-0.296239,-0.487388,-0.203878,-0.119174,0.281742,-0.0593077,0.491671,-0.30721,0.525937,0.0383556,0.0812945,0.103337,0.110601,0.328939,0.503613,-0.0565276,-0.186399,-0.0986804,0.447114,0.107184,0.218721,0.0364376,-0.142652,0.338969,-0.0851311,-0.0578428,-0.0248418,-0.147427,0.125067,0.0786591,-0.748222,-0.258026,0.174681,-0.0479339,0.216691,-0.0390159,-0.227996,0.704671,0.226022,-0.0077911,0.260157,0.545733,
-0.0462466,-0.0740297,0.851935,0.0788192,-0.021136,0.317371,-0.365409,0.184745,0.176697,-0.458056,-0.0161117,-0.2003,-0.187107,0.124737,-0.296571,-0.134245,-0.139357,0.123532,0.0131212,-0.0485946,-0.072253,0.76192,-0.0352265,-0.0431914,0.0653779,-0.187693,0.202656,0.103405,0.138633,0.0914444,0.214774,-0.72635,0.418376,-0.650608,0.234149,0.268266,-0.230358,0.0635929,-0.199963,-0.750712,0.152012,0.272518,0.346918,-0.0176474,0.0198629,0.520498,0.239025,-0.286676,0.224859,-0.144899,-0.123621,-0.143177,-0.0807829,0.248983,0.191429,-0.19001,-0.156831,-0.0636014,0.0856513,0.0666565,-0.163782,0.531875,0.00812481,0.0881852,-0.0166005,-0.235853,-0.089715,-0.282639,0.672151,-0.23442,-0.332527,-0.0522133,0.043299,-0.0982263,0.564788,0.140975,0.507222,0.0766689,-0.0721636,-0.341978,
-0.0151668,-0.0402296,-0.285443,0.120966,-0.0686989,-0.017411,0.783019,-0.106905,0.125959,-0.695794,0.0289858,-0.46619,-0.0869733,-0.0305392,-0.274323,0.0598523,-0.0845666,0.0460188,0.0350161,0.182525,-0.164177,-0.0397595,0.0851782,0.0523286,-0.331201,0.0854378,0.171859,0.320712,-0.0155848,0.0309774,-0.543669,0.422282,-0.214872,1.77236,0.55261,-0.107262,0.0925361,0.556969,0.0741716,0.144968,0.0436392,0.0496805,-0.152561,-0.0231801,-0.319934,-0.221858,-0.327946,-0.162769,-0.461248,-0.0856111,-0.00581236,-0.249362,0.0458684,-0.0800244,0.450079,0.120591,-0.154558,0.0913051,0.0964246,0.0945919,-0.166764,-0.171966,0.13832,0.131525,0.141248,-0.185064,-0.028542,-0.436805,0.0579869,-0.312962,-0.0217753,-0.02196,-0.344023,-0.0290492,0.598438,-0.498679,0.455723,1.06387,-0.0359355,0.0674244,
0.0539926,-0.116719,0.721721,-0.0371857,0.110942,-0.262211,0.394708,0.00889362,-0.0730172,0.302352,0.130015,0.145232,-0.226251,0.0184651,-0.454223,0.110384,0.205015,-0.0162226,-0.23491,-0.214961,-0.155403,0.0491673,-0.277214,0.197177,0.312267,-0.0764109,0.0525679,-0.405588,0.0577513,0.150353,0.0324317,0.41052,-0.453512,-0.292501,0.520544,-0.321017,0.169503,0.14227,0.519503,0.360866,-0.314584,-0.63116,0.101152,0.229539,0.334139,0.0632423,0.00081741,0.108549,0.057174,-0.147453,0.599292,-0.184742,0.125553,0.516947,-0.288842,0.148977,0.327829,-0.27723,-0.00497747,-0.119144,0.156179,0.427974,0.0742548,-0.234573,0.0191849,-0.223082,-0.173514,0.38053,0.0603499,0.410014,-0.331835,0.121972,-0.518849,-0.0569552,-0.0844076,-1.51304,0.204088,-0.302445,0.00838388,-0.716786,
-0.302195,-0.346478,-0.0821788,0.161054,0.0674257,-0.159125,0.110355,0.115356,-0.173461,-0.0699583,-0.0569226,-0.115278,0.184117,0.013191,-0.727088,-0.0337413,0.191255,-0.156306,0.00185774,0.0503555,-0.0610715,0.0566347,-0.0148172,0.00265103,0.267211,0.00326889,-0.137336,0.176926,0.114691,0.0575051,-0.164853,0.385239,0.106909,1.04726,0.317099,-0.0438114,0.1746,0.275392,-0.0219773,0.124237,0.112901,0.333106,-0.736867,0.0435821,0.124341,0.132733,-0.322908,0.0135014,0.160318,0.0325289,0.286516,0.196378,-0.228217,0.258751,0.105693,-0.330838,0.0204551,-0.0363992,0.0591275,-0.00752436,0.112181,-0.176029,-0.0165835,-0.000649752,-0.0374823,-0.000740628,-0.040765,-0.110581,-0.0197953,-0.534304,0.226296,0.049627,-0.443254,-0.13857,0.289627,0.263085,0.291366,0.616528,0.0320162,-0.209972,
0.0722001,-0.118898,-0.0415632,0.0499921,0.149995,-0.0963237,-0.494683,0.0373295,-0.147569,0.0267917,0.0236072,-0.631047,0.14174,-0.049416,-0.20257,0.11095,0.0330934,-0.0131233,-0.0988875,0.153951,-0.116854,-0.486232,-0.106795,-0.0455467,0.0857114,0.0898389,-0.0395186,-0.286874,0.014321,0.0948337,0.708368,-0.492072,-0.400135,0.200057,-0.765759,0.0863134,-0.361231,-0.0372675,-0.369737,-0.231228,-0.142244,-0.353293,0.314413,-0.123874,0.442471,-0.137012,-0.272357,-0.0731641,0.089409,0.155844,-0.281416,-0.0605645,-0.47301,-0.426559,-0.360391,-0.0906629,-0.103723,0.0925256,0.0150222,-0.0668905,-0.0327185,-0.23688,-0.0439619,-0.0286318,0.131687,-0.199157,-0.104864,0.0568934,-0.383409,-0.100369,-0.232446,-0.155389,0.214941,-0.104359,-0.376601,0.410052,-0.921213,-0.622045,-0.0122949,-0.0344587,
